FSTVL_NM,OPAR_NM,FSTVL_CN,TEL_NO,HMPG_URL,FCLTY_ROAD_NM_ADDR,LNM_ADDR,LA,LO,BHF_CD,BHF_NM,MESURE_DE,AVRG_TP,AVRG_TOP_TP,AVRG_LWET_TP,TOP_TP,LWET_TP,TOP_TP_OCCRRNC_DE,LWET_TP_OCCRRNC_DE,AVRG_ARCSR,AVRG_PARTN_HD,AVRG_WIND_VE
2022 동아시아문화도시 경주 폐막식,경주예술의전당일원,식전공연+폐막선언및퍼포먼스+한중일공연등,547602626,https://www.gyeongju.go.kr/cceagj/index.do,경상북도 경주시 양정로 260,,35.85619961,129.2247246,138,포항,20221101,12.9,18.4,8.2,25.1,-1.4,20221112,20221130,1020.3,57,2.3
2022 마이산 겨울동화축제,마이산 북부일원,겨울놀이터+겨울동화 포토존 등,634302393,https://www.jinan.go.kr/festival/,전라북도 진안군 진안읍 단양리 778,전라북도 진안군 진안읍 단양리 778,35.77285672,127.4155512,146,전주,20221101,11.1,17.4,6.1,24.9,-3.6,20221112,20221130,1014.2,63,1.5
2022 명량대첩축제,해남·진도울돌목 일원,해전재현+출정식+평화의 민가행진+호국기원퍼포먼스+학술심포지엄 등,612865261,http://www.mldc.kr/web/,전라남도 진도군 군내면 진도대로 8459-13 (녹진리 1)+전라남도 해남군 문내면 관광레저로 12 (학동리 산 36),,34.5707173,126.3009784,170,완도,20221101,12.9,18.2,8.5,21.9,0.1,20221101,20221130,1016.9,69,1.8
2022 목포항구축제,목포항 및 삼학도 일원,퍼레이드+파시장터+공연+체험 등,612708432,https://www.mokpo.go.kr/tour/festival,전라남도 목포시 삼학로92번길 6,,,,165,목포,20221101,12.1,16.9,8.3,23.4,-1.7,20221111,20221130,1015.9,69,3.6
2022 문화의거리 현대미술제,울산 중구 문화의거리,갤러리+거리 미술작품 전시,522903666,,울산광역시 중구 옥교동 277-1,울산광역시 중구 옥교동 277-1,,,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
2022 물금 벚꽃 축제,양산시 황산공원 일원,"(비대면)축하공연, 공연행사, 지역주민참여행사, 문화전시행사 등",553927012,,경상남도 양산시 낙동로 295-9,경상남도 양산시 물금읍 물금리 172-2,35.30173083,128.9895949,257,양산시,20221101,12.7,20,6.7,24.3,0.6,20221112,20221130,1019.4,65,1.4
2022 보은대추축제,온라인,대추나무 랜선걸렸네 보은대추송챌린지 생대추유튜브홈쇼핑 대추플래시몹 등,435403393,http://boeunjujube.com/,충청북도 보은군 보은읍 군청길 38,충청북도 보은군 보은읍 이평리 45,,,226,보은,20221101,7.4,15.4,0.9,22.8,-5.6,20221112,20221130,1000.8,74,0.9
2022 보은대추축제,온라인축제,대추 및 농특산물 전시판매+랜선 콘서트+유튜브 홈쇼핑,435403393,http://www.boeunjujube.com/,,충청북도 보은군 보은읍 이평리 45,36.48970363,127.7297482,226,보은,20221101,7.4,15.4,0.9,22.8,-5.6,20221112,20221130,1000.8,74,0.9
2022 부평풍물대축제,부평대로+부평아트센터 등,전통+창작 연희공연+퍼레이드+개막 및 폐막 공연+체험행사 등,325097516,https://portal.icbp.go.kr/bpf/,인천광역시 부평구 부평대로 168,인천광역시 부평구 부평동 879,37.50706831,126.7218563,112,인천,20221101,10.2,14.4,6.5,21.4,-7.4,20221112,20221130,1013,64,2.7
2022 상주은모래비치 섬머페스티벌,상주은모래비치 해수욕장,문화예술공연,558608603,http://tour.namhae.go.kr/main.web,경남 남해군 상주면 상주로 10-3,경상남도 남해군 상주면 상주리 1136-1,,,295,남해,20221101,12.1,17.7,7.4,21.4,0.6,20221113,20221130,1015.2,65,1.2
2022 세계유산축전 수원화성,수원화성 일원,세계유산의 가치를 향유 및 확산하기 위해 세계기록유산인 의궤와 세계문화유산인 수원화성을 활용한 공연 및 프로그램 등 행사 운영,312282454,https://www.swcf.or.kr/hlfl/,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,37.28188256,127.0143944,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
2022 세계지질공원 수월봉 트레일,수월봉 및 차귀도,수월봉엉알길 코스 해설사 동행 탐방 프로그램. 지오 액티비티 차귀도유람선 탐방 트레일 이벤트 등,647502291,https://www.instagram.com/trailgaza,제주특별자치도 제주시 한경면 노을해안로 1145,,,,184,제주,20221101,15.2,19.3,11.8,27.4,4.1,20221128,20221130,1018.7,71,3.1
2022 수원화성 미디어아트쇼,화홍문~남수문 일원,수원화성 대표 건축물에 프로젝션 맵핑/인터렉티브 미디어아트/레이저 등 디지털 미디어 기술을 활용한 미디어아트쇼,312282367,https://www.swcf.or.kr/hlfl/,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 장안동 332,37.2818782,127.0143876,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
2022 순천 푸드앤아트페스티벌,UD거리 등 순천시 일원,"푸드로드, 아트로드, 패션쇼 및 캠핑 등 체험프로그램",617495796,,전라남도 순천시 장명로 30,,,,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
2022 순천만국가정원 별빛산책,순천만국가정원 서원,"야간경관 조성, 크리스마스·연말 기념 공연 등",617492728,,전라남도 순천시 국가정원1호길 47,,,,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
2022 순천만국가정원 정원야행(夜行),순천만국가정원 동원,"나이트 런(Run), 정원영화제, 휴식테마 비밀의 숲 등 힐링, 문화, 참여를 테마로 한 프로그램 운영",617492728,,전라남도 순천시 국가정원1호길 47,,,,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
2022 시흥거북썸 축제,웨이브 파크 광장 일원,시흥 거북썸 축제,313102906,,경기도 시흥시 거북섬둘레길 42,경기도 시흥시 정왕동 2721,37.324162,126.6806876,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
2022 안양시민축제 <우선멈춤>,평촌중앙공원+삼덕공원+온라인(www.aydf.or.kr),시민과 함께하는 K-POP 댄스 페스티벌,316870500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.39013727,126.9613302,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
2022 양산 월드 힙합 어벤져스,황산공원,"개막식, 축하공연, 힙합댄스 경연대회, DJ/EDM파티 등",553922544,,경상남도 양산시 낙동로 295-9,경상남도 양산시 물금읍 물금리 172-2,35.30173083,128.9895949,159,부산,20221101,14.4,19.8,10.4,24.2,-0.8,20221112,20221130,1010.8,57,2.7
2022 양산봄꽃축제,신기동 양산천둔치 유채꽃단지 일원,"(축제취소)튤립동산, 포토존, 풍차, 꽃탑 등",553925343,,경상남도 양산시 신기강변로 26(신기동),경상남도 양산시 북부동 671-1,35.35002163,129.0341247,257,양산시,20221101,12.7,20,6.7,24.3,0.6,20221112,20221130,1019.4,65,1.4
2022 양산삽량문화축전,양산천둔치 일원 및 양산종합운동장,"공식공연, 양산 다시 삽량에서 通하다(공연/전시.체험), 맛있는즐거움, 부대행사 등",553922543,,경상남도 양산시 양산대로 849,경상남도 양산시 북부동 533,35.34855992,129.0354984,159,부산,20221101,14.4,19.8,10.4,24.2,-0.8,20221112,20221130,1010.8,57,2.7
2022 양산웅상회야제,웅상체육공원,"(축제취소)개막식, 폐막식, 공연, 시민참여 행사 등",553926183,,경상남도 양산시 배움터길 60-19,경상남도 양산시 평산동 283,35.37762612,129.1434299,159,부산,20221101,14.4,19.8,10.4,24.2,-0.8,20221112,20221130,1010.8,57,2.7
2022 양주 천만송이 천일홍 축제,나리농원 일원,지역축제,3180825655,https://www.yangju.go.kr/festival/index.do,경기도 양주시 광사로 131-66,경기도 양주시 광사동 731,37.785795,127.081833,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
2022 양천 창의교육 축제 X 과학체험한마당,"양천공원, 해누리타운2층",각종교육체험+특강+전시+공연+놀이마당,226204626,http://www.yangcheon.go.kr,"서울특별시 양천구 목동동로 지하 111, (신정동)",서울특별시 양천구 신정동 320,37.51828131,126.8681124,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
2022 어린이동화페스티벌,관악문화재단 어린이라운지,소방관마술쇼+동화구연+인형극 등 다양한 어린이 전문 프로그램 운영,28285829,https://lib.gwanak.go.kr/,서울특별시 관악구 신림로 3길 35,서울특별시 신림동 209-1,37.46759765,126.9448855,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
2022 영동곶감축제,온라인,온라인 곶감판매장터+라이브커머스 등,437458916,,충청북도 영동군 영동읍 동정로 1,,,,238,금산,20221101,7.6,16.1,1,23.9,-5.4,20221112,20221130,1000.6,73,0.8
2022 영동포도축제,레인보우힐링관광지,포도판매장+포도밟기+공연 등,437458916,,충청북도 영동군 영동읍 동정로 1,,,,238,금산,20221101,7.6,16.1,1,23.9,-5.4,20221112,20221130,1000.6,73,0.8
2022 영양고추 H.O.T Festival,서울광장,판매+체험+공연+부대행사,546806381,yftf.kr,서울특별시 중구 세종대로 110,서울특별시 중구 태평로1가 31,37.56631769,126.9778284,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
2022 울산 마두희 축제,울산 중구 성남동 일원,큰줄다리기+부대행사,522903662,,울산광역시 중구 시계탑거리 4,,,,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
2022 유성 재즈 맥주 페스타,유림공원 동편 잔디광장,재즈공연+맥주판매+푸드트럭+카바나,426112080,http://ysfesta.com/bbs/jazzbeer.php,대전광역시 유성구 어은로 27,대전광역시 유성구 봉명동 496-39,,,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
2022 음성명작페스티벌,금빛근린공원,명작대동놀이+ 명작장터+ 음성명작 모창가요제 등 공연 및 체험,438713692,http://www.esmjf.com,충청북도 음성군 금왕읍 무극로244번길 16-21,충청북도 음성군 금왕읍 무극리 519-4,36.98976955,127.5882186,127,충주,20221101,7.6,15.2,1.5,23.8,-5.9,20221112,20221130,1007.2,73,0.9
2022 정원예술제,"순천만국가정원,남문터 광장 일원 등","공연, 전시, 체험행사 등",617496802,,전라남도 순천시 국가정원1호길 47,,,,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
2022 정조대왕 능행차 공동재현,서울 창덕궁~수원화성~화성 융릉,1795년 정조대왕의 을묘년 원행을 완벽하게 재현하는 국내 최대 퍼레이드,312282367,https://www.swcf.or.kr/hlfl/,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,37.28188256,127.0143944,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
2022 제주 요가 페스티벌,제주시민복지타운 야외잔디광장,2022년 8월 유엔 세계요가의 날을 기념하여 전쟁으로 고통받고 있는 우크라이나를 돕기 위한 요그프로젝트를 평화의 섬 제주에서 개최합니다.,,,제주특별자치도 제주시 연삼로 286,,,,184,제주,20221101,15.2,19.3,11.8,27.4,4.1,20221128,20221130,1018.7,71,3.1
2022 제주유채꽃축제,가시리 유채꽃광장 일대,가시리 명소탐방+유채꽃 버스킹,647603946,http://www.jejuflowerfestival.com/,제주특별자치도 서귀포시 표선면 녹산로 381-15,제주특별자치도 서귀포시 표선면 가시리 3149-33,33.383096,126.736285,189,서귀포,20221101,16.4,20,13.1,24.1,5.2,20221113,20221130,1014,70,1.7
2022 종로한복축제,종로구 일대,한복을 중심으로 한 전통행사,221481803,https://jongnohanbok.kr/site/main/home,"서울특별시 종로구 새문안로3길 3, 6층",서울특별시 종로구 신문로1가 58-15,37.570671,126.9723944,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
2022 중문 칠선녀축제,중문관광단지 및 천제연폭포 일원,지역특화 콘텐츠 홍보+사진전,647604824,https://seogwipo.go.kr/festivals/sevenbeauty/info/intro.htm,제주특별자치도 서귀포시 천제연로 132 중문관광단지,제주특별자치도 서귀포시 중문동 2232,33.252662,126.418354,189,서귀포,20221101,16.4,20,13.1,24.1,5.2,20221113,20221130,1014,70,1.7
2022 지금여기 금정 관광후기 이벤트,금정구 일대,금정을 여행하는 누구나 나만의 금정 관광후기를 공유하고 타인의 관광후기를 공유 받을 수 있음,515194081,,,부산광역시 금정구 중앙대로 1777,35.2428426,129.0921739,159,부산,20221101,14.4,19.8,10.4,24.2,-0.8,20221112,20221130,1010.8,57,2.7
2022 진안고원 꽃잔디축제,꽃잔디동산 및 원연장마을,꽃잔디 판매 외(코로나19 확산방지를 위한 축제 취소),634302393,https://www.jinan.go.kr/festival/,전라북도 진안군 진안읍 연장리 산 23-1,전라북도 진안군 진안읍 연장리 산 23-1,35.781374,127.397279,146,전주,20221101,11.1,17.4,6.1,24.9,-3.6,20221112,20221130,1014.2,63,1.5
2022 진안홍삼축제,마이산 북부일원,"홍삼, 수삼판매+홍삼관련체험+문화공연 등",634302392,https://www.jinan.go.kr/festival/,전라북도 진안군 진안읍 마이산로 160,전라북도 진안군 진안읍 단양리 778,35.773251,127.4162559,146,전주,20221101,11.1,17.4,6.1,24.9,-3.6,20221112,20221130,1014.2,63,1.5
2022 청양고추구기자 축제,백세건강공원,공연+전시+판매+체험+부대행사 등,419402193,www.칠갑마루.com,,충청남도 청양군 청양읍 읍내리 377-10,,,236,부여,20221101,9,16.8,2.8,24.1,-4.4,20221112,20221130,1019.9,75,0.9
2022 충청남도체육대회,충청남도 보령시 보령종합경기장 등 종목별 경기장,단체종목5+개인단체5+체급종목5+기록종목5+생활체육종목10,419367330,http://www.cn2022.kr/,충남 보령시 남포면 보령남로 343,충청남도 보령시 남포면 창동리 636-1,36.314372,126.606393,235,보령,20221101,10.6,16.4,5.8,24.4,-3.1,20221112,20221130,1019.7,67,1.3
2022 통영한산대첩축제,통영 삼도수군통제영 및 통영시 일원,고유제+군점+이순신장군 행렬+한산대첩 재현+공중한산해전+김한민감독 초청강연,556504532,https://tyhansancf.or.kr/,경상남도 통영시 세병로 27(문화동),경상남도 통영시 문화동 62,34.84715495,128.423489,162,통영,20221101,13.4,19.1,9,22.9,0.1,20221112,20221130,1016.8,69,2.4
2022 페스티벌 광명,철산역 8차선도로,문화백신 기획축제(개막프로그램+제작프로그램+시민참여프로그램+광대전 등),226802162,http://gm.go.kr/,경기도 광명시 철산로 13,,37.4762,126.8677,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
2022 하영올레 걷기 축제,하영올레 코스,일자별 코스 걷기+길 위의 이벤트 등,647602655,,제주특별자치도 서귀포시 중앙로 105,제주특별자치도 서귀포시 서홍동 440-1,33.254204,126.560218,189,서귀포,20221101,16.4,20,13.1,24.1,5.2,20221113,20221130,1014,70,1.7
2022 해운대 해양레저축제,송정 해수욕장,개막행사+해양체험프로그램 등,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16292451,129.1634826,159,부산,20221101,14.4,19.8,10.4,24.2,-0.8,20221112,20221130,1010.8,57,2.7
2022. 노원달빛산책,당현3교~ 수학문화관,등ㆍ빛 작품 전시,,,서울특별시 노원구 상계동 683-1,,,,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
2022. 제11회 광나루 어울마당,광진숲나루,주민화합 한마당 개최,24507596,,,서울특별시 광진구 구의동 산35-12,37.547559,127.097805,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
2022년 거창한마당대축제,스포츠파크 일원,아림예술제+군민체육대회 등,559408458,거창한마당축제.kr,경상남도 거창군 거창읍 중앙로 103,경상남도 거창군 거창읍 상림리 64-1,35.68667584,127.9095332,284,거창,20221101,8.1,17.4,0.9,23.3,-4.8,20221112,20221130,993.7,71,1
2022년 과천축제,과천시 일원,시민주도형 예술축제,220099732,http://www.gcfest.or.kr,경기도 과천시 통영로 5 (과천시민회관 2층),경기도 과천시 중앙동 6-2,37.42819137,126.9891538,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
2022년 순천민주주의 정책 페스티벌,부읍성남문터광장(예정),"시민공론장, 민주주의정책 홍보관, 배움터, 체험 등",617495554,,전라남도 순천시 중앙로 93,,,,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
2022년 연제고분판타지 왕가의행렬전,온천천시민공원 일원,전시행사,516654065,,,부산광역시 연제구 거제동 1466-24,35.19588064,129.082826,159,부산,20221101,14.4,19.8,10.4,24.2,-0.8,20221112,20221130,1010.8,57,2.7
2022년 외솔한글한마당,외솔기념관 및 중구 원도심 일원,한글을 주제로 한 전시+체험+경연+공연,522903642,,울산광역시 중구 시계탑거리 4,,,,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
