FCLTY_NM,LC_LA,LC_LO,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADSTRD_NM,RDNMADR_NM,TIME,SEARCH_SUM,RANK_AVG
2017 안산시 평생학습 박람회 & 제7회 안산시도서관책문화축제,37.3147008265,126.8312044,경기도,안산시 단원구,고잔동,호수동,경기도 안산시 단원구 광덕대로 206,2018-10~2019-09,130.0,1.5
2018 안산시 평생학습 한마당 & 제8회 안산시도서관책문화축제,37.2984030936,126.8191276,경기도,안산시 상록구,사동,해양동,경기도 안산시 상록구 해양1로 30,2018-10~2019-09,178.0,1.5
제8회 세계인의 날 기념행사,37.3324362545,126.790342685,경기도,안산시 단원구,원곡동,원곡동,경기도 안산시 단원구 부부로 43,2018-10~2019-05,78.0,1.5
제9회 세계인의 날 기념행사,37.3324362545,126.790342685,경기도,안산시 단원구,원곡동,원곡동,경기도 안산시 단원구 부부로 43,2018-10~2019-05,78.0,1.5
제10주년 세계인의 날 기념행사,37.3107415,126.8298216,경기도,안산시 단원구,고잔동,호수동,경기도 안산시 단원구 광덕대로 157,2018-10~2019-05,78.0,1.5
제11주년 세계인의 날 기념행사,37.3256744678,126.8137709572,경기도,안산시 단원구,초지동,초지동,경기도 안산시 단원구 동산로 268,2018-10~2019-05,78.0,1.5
제12주년 세계인의 날 기념행사,37.3107415,126.8298216,경기도,안산시 단원구,고잔동,호수동,경기도 안산시 단원구 광덕대로 157,2018-10~2019-05,78.0,1.5
청소년어울림마당 1회차,37.3262526383,126.853291,경기도,안산시 상록구,성포동,성포동,경기도 안산시 상록구 삼일로 696,2019-11~2019-11,1210.0,1.0
청소년어울림마당 2회차,37.3262526383,126.853291,경기도,안산시 상록구,성포동,성포동,경기도 안산시 상록구 삼일로 696,2019-11~2019-11,1210.0,1.0
해맞이 행사,35.9322884733,128.5675194885,대구광역시,북구,구암동,구암동,대구광역시 북구 구암로 238,2018-10~2019-11,7551.0,5.5
금호강 정월대보름 축제,35.9066389621,128.6005354637,대구광역시,북구,산격동,산격2동,대구광역시 북구 연암로42길 61,2019-01~2019-02,424.0,1.5
금호강 바람소리길 축제,35.9066389621,128.6005354637,대구광역시,북구,산격동,산격2동,대구광역시 북구 연암로42길 61,2018-09~2019-11,24067.0,6.5
2019 대한민국 국향대전,35.056546,126.522623,전라남도,함평군,함평읍,함평읍,전라남도 함평군 함평읍 곤재로 27,2018-09~2019-11,90470.0,8.0
성산일출축제,33.4621467,126.9364271,제주특별자치도,서귀포시,성산읍,성산읍,제주특별자치도 서귀포시 성산읍 일출로 284-12,2018-10~2019-11,3735.0,7.5
서귀포겨울바다 국제펭귄수영대회,33.2444327,126.4161942,제주특별자치도,서귀포시,색달동,예래동,제주특별자치도 서귀포시 중문관광로 154-17,2018-10~2019-11,2390.0,5.0
제주윈터페스티벌,33.5146078,126.5265933,제주특별자치도,제주시,일도일동,일도1동,제주특별자치도 제주시 관덕로15길 15,2018-10~2019-11,6234.0,6.5
제주 라프 별빛축제,33.4868384,126.707013,제주특별자치도,제주시,조천읍,조천읍,제주특별자치도 제주시 조천읍 선교로 115-1,2018-11~2019-11,214790.0,7.0
탐라국입춘굿놀이,33.5133537,126.5214452,제주특별자치도,제주시,삼도이동,삼도2동,제주특별자치도 제주시 관덕로 19,2018-11~2019-11,903.0,5.5
제주왕벚꽃축제,33.5041442705,126.517366545,제주특별자치도,제주시,삼도일동,삼도1동,제주특별자치도 제주시 전농로 40,2018-09~2019-11,32680.0,8.0
제주들불축제,33.3511411,126.3877935,제주특별자치도,제주시,애월읍,애월읍,제주특별자치도 제주시 애월읍 화전길 201,2018-09~2019-11,63000.0,8.0
서귀포 유채꽃 국제걷기대회,33.2462197433,126.5092776992,제주특별자치도,서귀포시,법환동,대륜동,제주특별자치도 서귀포시 월드컵로 33,2018-09~2019-11,8494.0,7.0
가파도청보리축제,33.1662342597,126.2689384,제주특별자치도,서귀포시,대정읍,대정읍,제주특별자치도 서귀포시 대정읍 가파로 2,2018-09~2019-11,875320.0,15.0
제37회 제주유채꽃축제,33.3830972779,126.7362849029,제주특별자치도,서귀포시,표선면,표선면,제주특별자치도 서귀포시 표선면 녹산로 381-15,2018-09~2019-11,113190.0,8.0
제11회 우도소라축제,33.4926799,126.9517219,제주특별자치도,제주시,우도면,우도면,제주특별자치도 제주시 우도면 우도해안길 67,2018-10~2019-11,4790.0,7.5
탐라문화콘서트 - 놀젠놀장,33.512315,126.5257578,제주특별자치도,제주시,이도일동,이도1동,제주특별자치도 제주시 중앙로11길 8,2019-04~2019-09,770.0,3.0
삼다공원 야간콘서트·야몬딱털장,33.4889302,126.495671,제주특별자치도,제주시,연동,연동,제주특별자치도 제주시 은남길 8,2018-10~2019-10,57568.0,7.0
제 9회 수월봉 트레일,33.2947595,126.1612544,제주특별자치도,제주시,한경면,한경면,제주특별자치도 제주시 한경면 노을해안로 1013-70,2018-10~2019-11,867.0,7.5
2019 제주 봄여행주간,33.4863166,126.4990979,제주특별자치도,제주시,연동,연동,제주특별자치도 제주시 선덕로 23,2019-03~2019-05,205.0,2.0
한라산청정고사리축제,33.3300626,126.6774032,제주특별자치도,서귀포시,남원읍,남원읍,제주특별자치도 서귀포시 남원읍 서성로 788,2018-09~2019-11,2504.0,8.0
설문대할망 페스티벌 2019,33.4486627,126.6589493,제주특별자치도,제주시,조천읍,조천읍,제주특별자치도 제주시 조천읍 남조로 2023,2019-03~2019-10,545.0,3.0
제주푸드앤와인페스티벌,33.4770439,126.4748646,제주특별자치도,제주시,노형동,노형동,제주특별자치도 제주시 한라대학로 38,2018-10~2019-11,7660.0,7.5
방선문축제,33.451122,126.515948,제주특별자치도,제주시,오등동,아라동,제주특별자치도 제주시 거북새미길 50-82,2018-10~2019-08,1554.0,5.5
"제주,100년의 시간여행 - 제주다크투어",33.5133537,126.5214452,제주특별자치도,제주시,삼도이동,삼도2동,제주특별자치도 제주시 관덕로 19,2018-10~2019-10,9442.0,7.0
제6회 국제전기자동차엑스포,33.2413649,126.4245153,제주특별자치도,서귀포시,중문동,중문동,제주특별자치도 서귀포시 중문관광로 224,2018-10~2019-11,11130.0,7.5
2019 사려니숲 에코힐링 체험,33.4018105,126.6753835,제주특별자치도,서귀포시,표선면,표선면,제주특별자치도 서귀포시 표선면 남조로 1487-73,2019-05~2019-06,130.0,1.5
제주국제관광마라톤축제,33.5561992,126.7616506,제주특별자치도,제주시,구좌읍,구좌읍,제주특별자치도 제주시 구좌읍 김녕로 209,2018-10~2019-07,11438.0,4.0
2019 봄 시즌글라스 녹차 페스티벌 청초밭 제주,33.4180593,126.7809714,제주특별자치도,서귀포시,표선면,표선면,제주특별자치도 서귀포시 표선면 성읍이리로57번길 34,2019-06~2019-06,14.0,1.0
2019 보목자리돔축제,33.2392054514,126.6068305068,제주특별자치도,서귀포시,보목동,송산동,제주특별자치도 서귀포시 보목포로 46,2018-10~2019-11,4730.0,7.5
2019 곶자왈 반딧불이 축제,33.3020203,126.25912,제주특별자치도,제주시,한경면,한경면,제주특별자치도 제주시 한경면 연명로 346,2018-10~2019-11,37490.0,7.5
2019 제주 메밀축제,33.3280592605,126.379682805,제주특별자치도,서귀포시,안덕면,안덕면,제주특별자치도 서귀포시 안덕면 산록남로 675,2018-10~2019-11,4455.0,6.5
제주해비치아트페스티벌,33.3234478,126.8447796,제주특별자치도,서귀포시,표선면,표선면,제주특별자치도 서귀포시 표선면 민속해안로 537,2018-09~2019-11,16910.0,8.0
스테핑스톤페스티벌,33.542722,126.6692481,제주특별자치도,제주시,조천읍,조천읍,제주특별자치도 제주시 조천읍 조함해안로 528,2018-10~2019-09,1387.0,6.0
2019년도 거문오름국제트레킹,33.456920503,126.7147513,제주특별자치도,제주시,조천읍,조천읍,제주특별자치도 제주시 조천읍 선교로 569-36,2018-10~2019-11,4939.0,6.5
금능 원담축제,33.391126,126.2363373,제주특별자치도,제주시,한림읍,한림읍,제주특별자치도 제주시 한림읍 금능길 119-10,2019-03~2019-11,5427.0,4.5
이호테우축제,33.4961851,126.4559518,제주특별자치도,제주시,이호이동,이호동,제주특별자치도 제주시 도리로 20,2018-09~2019-09,3218.0,6.0
황태축제,38.2208221,128.3705583,강원도,인제군,북면,북면,강원도 인제군 북면 황태길 372,2018-10~2019-11,1852.0,7.5
진동계곡산나물축제,37.9640042,128.4051257,강원도,인제군,기린면,기린면,강원도 인제군 기린면 조침령로 1061,2018-10~2019-08,1546.0,5.5
인제빙어축제,37.9880899587,128.0955517185,강원도,인제군,남면,남면,강원도 인제군 남면 모루박길 17-46,2018-09~2019-11,151310.0,8.0
2019 대전 서구힐링 아트페스티벌,36.3550567227,127.3833597309,대전광역시,서구,둔산동,둔산1동,대전광역시 서구 둔산서로 100,2018-09~2019-11,74990.0,8.0
가파도청보리축제,33.1697319371,126.2712936644,제주특별자치도,서귀포시,대정읍,대정읍,제주특별자치도 서귀포시 대정읍 가파로91번길 51,2018-09~2019-11,875320.0,15.0
제주유채꽃축제,33.3830972779,126.7362849029,제주특별자치도,서귀포시,표선면,표선면,제주특별자치도 서귀포시 표선면 녹산로 381-15,2018-09~2019-11,113190.0,8.0
한라산청정 고사리축제,33.3300582092,126.6773368373,제주특별자치도,서귀포시,남원읍,남원읍,제주특별자치도 서귀포시 남원읍 서성로 788,2018-09~2019-11,2504.0,8.0
보목자리돔축제,33.2457159537,126.6002644736,제주특별자치도,서귀포시,보목동,송산동,제주특별자치도 서귀포시 마소물로 38-5,2018-10~2019-11,4730.0,7.5
예래생태체험축제,33.2412109274,126.3787175187,제주특별자치도,서귀포시,하예동,예래동,제주특별자치도 서귀포시 예래로 326-17,2019-06~2019-08,443.0,2.0
돈내코계곡 원앙축제,33.3005035687,126.5819508506,제주특별자치도,서귀포시,상효동,영천동,제주특별자치도 서귀포시 돈내코로 137,2018-10~2019-10,219.0,3.5
표선해변 하얀모래축제,33.326529102,126.8287399266,제주특별자치도,서귀포시,표선면,표선면,제주특별자치도 서귀포시 표선면 표선관정로 63,2019-07~2019-08,170.0,1.5
쇠소깍축제,33.2681998177,126.6107448379,제주특별자치도,서귀포시,신효동,효돈동,제주특별자치도 서귀포시 월라봉로34번길 49-19,2018-10~2019-11,2269.0,7.0
서귀포칠십리축제,33.2434623761,126.5690933667,제주특별자치도,서귀포시,서귀동,송산동,제주특별자치도 서귀포시 칠십리로 137,2018-09~2019-11,28410.0,8.0
덕수리 전통민속축제,33.2511634863,126.3231818831,제주특별자치도,서귀포시,안덕면,안덕면,제주특별자치도 서귀포시 안덕면 사계신항로17번길 15,2018-09~2019-09,1091.0,4.5
중문칠선녀축제,33.2530940866,126.4189650042,제주특별자치도,서귀포시,중문동,중문동,제주특별자치도 서귀포시 천제연로 132,2018-10~2019-10,2310.0,2.0
2019 서귀포과학문화축전,33.2888516258,126.4604160469,제주특별자치도,서귀포시,하원동,중문동,제주특별자치도 서귀포시 1100로 506-1,2019-08~2019-09,200.0,1.5
서귀포 3분 관광영화제,33.2514173933,126.5076218419,제주특별자치도,서귀포시,강정동,대천동,제주특별자치도 서귀포시 김정문화로 32,2018-11~2019-09,701.0,4.0
2019 부평풍물대축제,37.4976501056,126.7220754172,인천광역시,부평구,부평동,부평1동,인천광역시 부평구 부평대로 69,2018-10~2019-11,86680.0,14.0
2019 부평풍물대축제,37.4976501056,126.7220754172,인천광역시,부평구,부평동,부평4동,인천광역시 부평구 부평대로 69,2018-10~2019-11,86680.0,14.0
태백산눈축제,37.1626608,128.9868699,강원도,태백시,황지동,상장동,강원도 태백시 태붐로 21,2018-09~2019-11,113040.0,8.0
한강낙동강발원지축제,37.1626608,128.9868699,강원도,태백시,황지동,상장동,강원도 태백시 태붐로 21,2019-05~2019-08,840.0,2.5
목포항구축제,34.7828401,126.392251316,전라남도,목포시,산정동,만호동,전라남도 목포시 삼학로92번길 68,2018-09~2019-11,110850.0,8.0
2019 오륙도 평화축제,35.1262595327,129.1003507424,부산광역시,남구,대연동,대연제3동,부산광역시 남구 신선로 462,2018-09~2019-11,20267.0,8.0
제26회 연천구석기축제,38.0141103,127.0572224,경기도,연천군,전곡읍,전곡읍,경기도 연천군 전곡읍 선사로 5,2018-09~2019-11,103800.0,8.0
제8회 북페스티벌,35.16545561,129.0558558,부산광역시,부산진구,범전동,부전제1동,부산광역시 부산진구 시민공원로 73,2018-10~2019-11,12240.0,7.5
서면메디컬스트리트 축제,35.1579588,129.0566547,부산광역시,부산진구,부전동,부전제2동,부산광역시 부산진구 가야대로 777,2018-10~2019-11,882.0,8.0
서면메디컬스트리트 축제,35.1579588,129.0566547,부산광역시,부산진구,부전동,부전제1동,부산광역시 부산진구 가야대로 777,2018-10~2019-11,882.0,8.0
전포카페거리축제,35.1570356,129.0630291,부산광역시,부산진구,전포동,전포제1동,부산광역시 부산진구 동천로 92,2018-10~2019-11,7384.0,7.0
군산시간여행축제,35.9907575,126.7125781,전라북도,군산시,장미동,월명동,전라북도 군산시 내항1길 61,2018-09~2019-11,91150.0,8.0
부천국제판타스틱영화제,37.5034813,126.7658019,경기도,부천시,중동,신중동,경기도 부천시 길주로 210,2018-09~2019-11,197540.0,8.0
부천전국비보이대회,37.506512,126.757053,경기도,부천시,상동,상동,경기도 부천시 길주로121번길 18-19,2019-04~2019-04,130.0,1.0
부천세계비보이대회,37.506512,126.757053,경기도,부천시,상동,상동,경기도 부천시 길주로121번길 18-19,2018-10~2019-11,3660.0,7.5
부천전국대학가요제,37.4791781,126.7889915,경기도,부천시,소사본동,소사본동,경기도 부천시 호현로489번길 52,2018-09~2019-11,3913.0,8.0
부천국제애니메이션페스티벌,37.5087667,126.7422647,경기도,부천시,상동,상동,경기도 부천시 길주로 1,2018-10~2019-11,32090.0,7.5
동해무릉제,37.5230127,129.1143227,강원도,동해시,천곡동,천곡동,강원도 동해시 중앙로 250,2018-09~2019-11,27620.0,8.0
정월대보름달맞이축제,35.86936,128.606226,대구광역시,중구,동인동2가,동인동,대구광역시 중구 동인동2가 국채보상로139길 1,2018-10~2019-11,37044.0,43.0
「제34회 대구약령시 한방문화축제」,35.867194,128.593426,대구광역시,중구,동성로3가,성내2동,대구광역시 중구 동성로3가 중앙대로 379-2,2018-09~2019-11,17560.0,8.0
동성로축제,35.869181,128.595424,대구광역시,중구,동성로2가,성내1동,대구광역시 중구 동성로2가 동성로 26,2018-10~2019-11,1573020.0,59.5
대구화교중화문화축제,35.868911,128.592136,대구광역시,중구,종로2가,성내2동,대구광역시 중구 종로2가 중앙대로79길 31,2018-10~2019-10,45248.0,13.0
봉산미술제,35.863797,128.596776,대구광역시,중구,봉산동,성내1동,대구광역시 중구 봉산문화2길 36,2018-10~2019-11,77440.0,33.0
「제35회 대구약령시 한방문화축제」,35.867194,128.593426,대구광역시,중구,동성로3가,성내2동,대구광역시 중구 동성로3가 중앙대로 379-2,2018-09~2019-11,17560.0,8.0
